Date,Close,High,Low,Open,Volume
2012-01-03,44.79255676269531,45.54713550018983,44.33142620042538,45.37944778261751,10216800
2012-01-04,44.54800796508789,44.80651981889247,44.29648443085973,44.7855601906892,7096400
2012-01-05,45.00217819213867,45.3585027126905,44.42226997637656,44.58995241725558,6261500
2012-01-06,45.24671936035156,45.32357492832351,44.715718708144216,44.88340116075162,4587900
2012-01-09,44.85543441772461,45.16285656090708,44.22662148580879,45.148885250092796,7540500
2012-01-10,45.88249969482422,45.903459326624315,44.862423413180004,45.09997834481052,6150500
2012-01-11,46.392539978027344,46.42747092045816,45.51918645935412,45.596041995439506,4960000
2012-01-12,47.18903732299805,47.356719703770075,46.308695495523075,46.308695495523075,7191000
2012-01-13,47.23095703125,47.2798646148753,46.651049017887985,46.90257525668291,5996400
2012-01-17,47.5593376159668,47.838811799916634,47.32877101441868,47.440562820209294,6924800
2012-01-18,48.36283493041992,48.48160975327729,47.251926261647384,47.32878181303225,7159000
2012-01-19,48.30693054199219,48.55146846690432,47.999508390372945,48.30693054199218,5700100
2012-01-20,48.60736846923828,48.6492877368912,48.09732761384222,48.27898665788393,6839100
2012-01-23,47.35673141479492,48.20912550117851,47.203020306689275,48.07637402953671,7258900
2012-01-24,47.643184661865234,47.92265353400964,46.9375134994884,47.028340349882626,5212600
2012-01-25,48.35585021972656,48.481613374064445,47.12616663625931,47.20302219338404,6436400
2012-01-26,47.56632614135742,48.34186447315876,47.237944373591326,48.34186447315876,7036800
2012-01-27,47.74798583984375,48.33488223558011,46.609134655386875,46.83271296554182,10338100
2012-01-30,47.74101257324219,47.78293184914489,46.97246230869799,47.503457571893776,6228100
2012-01-31,47.461524963378906,48.00649671913765,47.34973315167097,47.81086637917574,10033800
2012-02-01,48.79600143432617,48.872856964422745,47.57330660345972,47.83182114383243,7409700
2012-02-02,48.64230728149414,48.90780487468101,48.39078100141071,48.691214873147715,5379600
2012-02-03,48.40473937988281,48.81696496840389,48.21609738549268,48.63530596343564,6595400
2012-02-06,48.2929573059082,48.31391693713283,47.007378175354745,47.964575535317735,11863300
2012-02-07,48.327880859375,48.37678843493102,47.615226854055,48.00648745850316,6870500
2012-02-08,47.55234909057617,48.21610094091285,47.30082285915778,48.21610094091285,10922600
2012-02-09,46.69997024536133,47.552364378031896,46.58119541193107,47.51743342553802,9139700
2012-02-10,47.063270568847656,47.07025888891024,46.67200993376474,46.7418771428115,5262500
2012-02-13,47.90618896484375,48.067751791425266,47.316144608634986,47.33019098699668,4404000
2012-02-14,47.65333938598633,47.779778302483315,47.41451329880912,47.65333938598633,4272300
2012-02-15,47.69546127319336,47.84999823145988,47.41448547263312,47.73760576756872,4045900
2012-02-16,48.3908805847168,48.608634322158665,47.75166575321998,47.814882505702364,5452100
2012-02-17,47.61117935180664,48.229327346209516,47.60415348118778,48.21527560497179,4968700
2012-02-21,46.845523834228516,47.61117756877051,46.81742571197438,47.37937207955053,5912900
2012-02-22,46.915775299072266,47.231869855437076,46.606701255217004,46.817434532240114,4293000
2012-02-23,47.3021125793457,47.4496290890277,46.775284745015284,46.91577538300532,3881300
2012-02-24,47.5760612487793,47.85001125511724,47.24591499520047,47.46366875429753,3231100
2012-02-27,47.37236404418945,47.56201972039088,46.87363430096469,47.21080113847173,3170500
2012-02-28,47.87109375,48.04670304082233,47.07733632561413,47.09841394221582,3839000
2012-02-29,47.77273178100586,48.17312057207732,47.695463298591385,47.80785040808743,4155300
2012-03-01,47.47768783569336,47.91320046262617,47.3442285242,47.91320046262617,4770400
2012-03-02,47.5760612487793,47.68142251339458,47.17567236573392,47.54796312515886,3079200
2012-03-05,47.22484588623047,47.554986802619034,47.14757738092244,47.49879591080639,3952100
2012-03-06,46.74016571044922,47.24592128460547,46.22036375219744,46.31870451837562,6155500
2012-03-07,47.02815246582031,47.20376170633371,46.61371723060967,46.83849684410008,3281700
2012-03-08,47.6252326965332,47.88513096732213,47.14757530258017,47.26698831127612,3867900
2012-03-09,47.77273178100586,47.94131512483388,47.44258560326542,47.65331344325847,3167100
2012-03-12,47.78678894042969,48.025620310635574,47.632251940738065,47.76571668759339,3177400
2012-03-13,48.40495300292969,48.41899938975898,47.89217145734139,48.081827154976544,2794600
2012-03-14,47.9483528137207,48.38386033923119,47.81488806407371,48.327669450215424,3484200
2012-03-15,47.9483528137207,47.97645093781318,47.61118068378011,47.934301072089866,3891200
2012-03-16,47.3302001953125,48.109905645689224,47.30912794408643,47.828929791281354,8288800
2012-03-19,47.80084991455078,47.976459200997816,47.06328876780519,47.20377405329477,2938700
2012-03-20,47.47068405151367,48.159069169793774,47.449611803284185,47.64629326564993,3316400
2012-03-21,47.09840393066406,47.562009573119354,47.07732631854277,47.562009573119354,4316900
2012-03-22,46.796356201171875,46.95791371463532,46.57859708073931,46.88064521370266,6085000
