Date,Close,High,Low,Open,Volume
2012-01-03,23.08922004699707,23.27685689465949,23.076052240485392,23.09251262650056,15639600
2012-01-04,22.944364547729492,23.06616480989512,22.878528061505403,23.01349612321604,14239200
2012-01-05,22.835739135742188,23.000332895520202,22.82915397891025,22.964122067448923,14287600
2012-01-06,22.690893173217773,22.921323405392737,22.58884585775474,22.8686547143961,13646600
2012-01-09,22.690893173217773,22.76989746546331,22.648099704814186,22.71393619643527,10522600
2012-01-10,22.82585906982422,22.885112917754153,22.750147354497813,22.868655050357685,12964400
2012-01-11,22.40450096130371,22.638223790295847,22.236617140725723,22.506550796470297,23428800
2012-01-12,22.243207931518555,22.54935252612901,22.170786251492082,22.52301691311897,15237000
2012-01-13,22.052265167236328,22.197108439688048,21.914007049805566,22.1674802650953,19991800
2012-01-17,22.1707763671875,22.34524533046726,22.160901144586937,22.29915928399718,15577000
2012-01-18,22.24977684020996,22.32549105298619,22.114811302001126,22.2069833791195,13282200
2012-01-19,22.20369529724121,22.299159971157078,22.14115138167659,22.269534302442455,13544800
2012-01-20,22.414379119873047,22.424256856054694,22.18724141772913,22.23332747390336,19158600
2012-01-23,22.559213638305664,22.58884181227981,22.355119043931257,22.384744706404685,13803200
2012-01-24,22.351837158203125,22.54934920367213,22.289290714395534,22.43742663212373,14751200
2012-01-25,22.52630043029785,22.54934345453587,22.233323760056834,22.355124037601357,14476000
2012-01-26,22.388038635253906,22.58884317580845,22.305741774747975,22.58884317580845,14721000
2012-01-27,22.200408935546875,22.43083921345372,22.131279852174824,22.355127484213615,16825000
2012-01-30,22.206993103027344,22.24320393653695,22.06544234789939,22.151031819058623,10591600
2012-01-31,22.230030059814453,22.37816593229703,22.114814944439885,22.37816593229703,13543400
2012-02-01,22.335372924804688,22.496674107793282,22.318915055561803,22.345248148650715,14915000
2012-02-02,22.32879066467285,22.463756245399768,22.302455059628052,22.40779496830572,13150000
2012-02-03,22.41109275817871,22.546058370289877,22.332085924672448,22.47034662755735,16555800
2012-02-06,22.394624710083008,22.460463715475377,22.28599223481154,22.33207828283557,14586400
2012-02-07,22.56580352783203,22.862070260730356,22.262949127167335,22.41437507174906,24269600
