Date,Close,High,Low,Open,Volume
2012-01-03,16.959810256958008,17.201697277734876,16.856142884413178,17.015098907162063,44845600
2012-01-04,17.35373306274414,17.367554229494782,16.95289022691173,16.980533878597736,47504000
2012-01-05,17.554153442382812,17.588709653974767,17.263887855933838,17.319176476296278,49490600
2012-01-06,17.450490951538086,17.55415697078152,17.2846250571116,17.422845976707862,36343500
2012-01-09,17.60253143310547,17.664731297951242,17.429754323686034,17.554154053377584,47478600
2012-01-10,17.685470581054688,17.91353638440184,17.63018194140038,17.76840288144357,41060900
2012-01-11,17.830596923828125,17.89279678783326,17.512687679521637,17.57488754352677,57170000
2012-01-12,17.79604721069336,17.89971324148756,17.650915031218492,17.865158337284527,44420500
2012-01-13,17.37446403503418,17.7753068377155,17.346820385634402,17.75457443021182,63313400
2012-01-17,17.305360794067383,17.554159005452384,17.256982082507,17.402115580817934,60438600
2012-01-18,17.547243118286133,17.60944298422179,17.284622487368168,17.367554763159205,62687000
2012-01-19,17.713104248046875,17.747660452199906,17.533417259188735,17.637083235279015,64946300
2012-01-20,18.2314395904541,18.29363945388238,17.623264759158907,17.878975455273462,101272500
2012-01-23,18.45950698852539,18.58390672664671,18.203797587440302,18.210708830467578,69663500
2012-01-24,18.590818405151367,18.646107032479847,18.39039762540494,18.45259749592259,56220400
2012-01-25,18.590818405151367,18.6253746210972,18.314375268508957,18.549352264201218,54757900
2012-01-26,18.487152099609375,18.659929222035633,18.383486089790587,18.625374324824314,61678200
2012-01-27,18.47333335876465,18.549355729864246,18.376578572408867,18.424955965586758,50587400
2012-01-30,18.480241775512695,18.521707917865264,18.15542124374525,18.321287131340426,60694100
2012-01-31,18.25908851623535,18.521709193468364,18.16233373802082,18.51479926775446,45325300
2012-02-01,18.34893226623535,18.54935438710418,18.321288608499824,18.48024326548786,46330600
2012-02-02,18.30746078491211,18.4802378795053,18.286727059014463,18.37657188638631,34780300
2012-02-03,18.627918243408203,18.77421148724386,18.516457357018453,18.579154271702507,42191600
2012-02-06,18.61397933959961,18.62094580885789,18.36319308989226,18.49555201964514,36772600
2012-02-07,18.558246612548828,18.627909967773423,18.41195476242336,18.551280144154568,33101300
2012-02-08,18.704545974731445,18.802073907055824,18.537354664153185,18.572185688920914,37072100
2012-02-09,18.711511611938477,18.809039539918547,18.66274764794844,18.746342635154683,35754200
2012-02-10,18.600048065185547,18.662744960922435,18.42589031674268,18.627912614002955,33616000
2012-02-13,18.600048065185547,18.697575979123737,18.474654273711774,18.690609509739843,24723000
2012-02-14,18.65578269958496,18.65578269958496,18.4607254989928,18.509489466961224,25409300
2012-02-15,18.51645278930664,18.725441567553602,18.460722359859567,18.725441567553602,35832700
2012-02-16,18.690610885620117,18.774207195662502,18.356228302887118,18.391059323652453,42450700
2012-02-17,19.06679344177246,19.15735489847463,18.68364554657196,18.71151142784546,74254100
2012-02-21,18.920495986938477,19.06678917343812,18.8160016129919,19.045889767161583,34911800
2012-02-22,18.620952606201172,19.052864556851514,18.46769421272841,18.850840860769633,51973800
2012-02-23,18.572189331054688,18.711516114885388,18.356234011963917,18.502525939139336,33800100
2012-02-24,18.600048065185547,18.669710101588155,18.42589031674268,18.613979675235164,39309500
2012-02-27,18.73240852355957,18.948365105901008,18.42589181800357,18.47465577894574,46022400
2012-02-28,18.97623062133789,19.018028114452665,18.683645512097772,18.76027535674015,32820500
2012-02-29,18.725446701049805,19.01803186803739,18.69758214304645,18.983200838353547,41856200
2012-03-01,18.711511611938477,18.90656746789862,18.607015884853126,18.850837033521668,39413000
2012-03-02,18.753314971923828,18.829944841432756,18.64882054086906,18.739382026791517,29632800
2012-03-05,18.48859214782715,18.746344940244985,18.36319832288073,18.746344940244985,32332200
2012-03-06,18.537355422973633,18.551287036219954,18.251736756287595,18.28656778248112,37196700
2012-03-07,18.74634552001953,18.809042434431788,18.474659776712127,18.516457276747442,32720900
2012-03-08,18.697574615478516,18.83690133555875,18.63487772431422,18.809035460055473,37261600
2012-03-09,18.857805252075195,18.927468633683947,18.718479817576178,18.76724378608676,29396700
2012-03-12,18.802074432373047,18.864771341681408,18.746343993956554,18.809040903264915,24006900
2012-03-13,19.150388717651367,19.157355188075055,18.892635955566828,18.892635955566828,33796800
